Index page,"Oorspr. naam op de kaart/
Original name on the map","Tegenwoordige naam/
Present name","Soortnaam/
Category","Coördinaten/
Coordinates","Kaartvak/
Map grid square","Kaart/
Map","Pagina/
Page"
416,Wadon,-,plaats/settlement,-,B3,II-5a,p. 272
416,Waejouga,-,-,00-21S/127-49E,B2,II-28,p. 338
416,Wafroe,-,-,-,B1,II-19,p. 314
416,Wage,Wage/Woge,plaats/settlement,04-09S/120-01E,A/B1,II-11a,p. 292
416,Wageniaka,-,-,-,B2RO,I-13c,p. 106
416,"Wagter, De",Njaolaka/Nyaolaka,eiland/island,01-39N/127-29E,A2,II-28,p. 338
416,"Wagter, De",-,eiland/island,-,A2,I-34,p. 214
416,"Wagter, Z.",Hon Gio,eiland/island,17-55N/106-40E,A1,II-1b,p. 236
416,Wagters,Pigaradja/Pigaraja,eiland/island,00-50S/127-52E,B2,II-28,p. 338
416,Wahepopa,-,-,-,B2,II-28,p. 338
416,"Waij, P.",Weh,eiland/island,05-50N/95-18E,B3,I-2b,p. 44
416,"Waij, Po.",DaoVay/Kaôh Wai,eiland/island,09-55N/102-56E,B2,II-8,p. 288
416,Waijloe,<Builo>,berg/mountain,08-46S/126-29E,A3,II-12,p. 296
416,"Waijmandobal, R.",-,rivier/river,-,B2RO,II-22,p. 320
416,"Waijmele, Hoek van",Tg. Wajamli/Tg. Wayamli,kaap/cape,01-04N/128-42E,A1,II-46a,p. 388
416,"Waijmels, Hoek van",Tg. Wajamli/Tg. Wayamli,kaap/cape,01-04N/128-42E,A1,II-46a,p. 388
416,"Waijmile, Riv.",-,rivier/river,-,B2RO,II-22,p. 320
416,"Wajagaos, Negery",-,plaats/settlement,-,A1,II-46b,p. 390
416,"Wajagaot, Negery",-,plaats/settlement,-,A1,II-46a,p. 388
416,Waje,Wair?,plaats/settlement,05-17S/133-08,A3,II-19,p. 314
416,Wajen,-,-,-,A2,II-20,p. 316
416,Wajnitpa,Wainipah,plaats/settlement,05-36S/104-32E,B1L,I-38,p. 224
416,Wakassa,Wakasa,provincie/province,35-30N/135-45E,B2,II-40b,p. 370
416,Wakkesive,Wakasihoe/Wakasihu,plaats/settlement,03-45S/127-56E,B3RO,II-27,p. 336
416,Walagodde,Walagoda,plaats/settlement,06-21N/80-41E,B2,I-23a,p. 138
416,Walagoedewatta,-,plaats/settlement,06-55N/79-50E,A1,I-23e,p. 146
416,Walalaij,Valalai,plaats/settlement,09-48N/80-08E,A2,I-23r,p. 170
416,Walalalitte Corla,-,landstreek/region,-,B2,I-23a,p. 138
416,Walalwaje,-,plaats/settlement,-,B2,I-23b,p. 140
416,Walandale,Valanthalai,plaats/settlement,09-44N/79-53E,A1,I-23r,p. 170
416,Walau,Wa Eplau,"plaats, baai/settlement, bay",03-07S/126-53E,A1,II-20,p. 316
416,"Walcheren, t Eijlt.",Munnakkara,wijk/town district,07-12N/79-50E,A2,I-23i,p. 154
416,Walelleweij,-,-,-,B2L,I-23d,p. 144
416,Walemoekan,Valinokkan,plaats/settlement,09-09N/78-39E,A1L,I-23u,p. 176
416,Walemokan,Valinokkam,plaats/settlement,09-09N/78-39E,B2,I-21,p. 124
416,Walemoke,<Valinokkam Point>,kaap/cape,09-10N/78-39E,A1,I-23a,p. 138
416,Walepattecoedan,Valappadu,plaats/settlement,09-21N/80-03E,B1/2,I-23r,p. 170
416,Walewitokepoelo,-,plaats/settlement,-,B2,I-23r,p. 170
416,Walgamme,Walgama,plaats/settlement,05-57N/80-31E,A1,I-23b,p. 140
416,Walgan,Walgama,plaats/settlement,05-57N/80-31E,B2,I-23a,p. 138
416,Walitivi,Valai Tivu,eiland/island,09-10N/78-57E,B2,I-23c,p. 142
416,"Walla, Negery",-,plaats/settlement,-,A1,II-46b,p. 390
416,Wallakantota,-,plaats/settlement,06-55N/79-50E,B2,I-23e,p. 146
416,Wallare,Pata Polavaram,plaats/settlement,17-24N/82-49E,A2,I-2b,p. 44
416,"Wallie, R.",Wali,rivier/river,00-46S/128-18E,A1,II-46a,p. 388
416,"Wallie, R.",Wali,rivier/river,00-46S/128-18E,A1,II-46b,p. 390
416,Waloer,-,plaats/settlement,-,A2L,I-25a,p. 180
416,Walolanka,Wassollangka/Wasalangka,plaats/settlement,05-04S/122-27E,B1LO,II-17c,p. 308
416,"Wals H., Van der",-,kaap/cape,-,B1,II-30,p. 342
416,Walue,Walawe,plaats/settlement,06-07N/81-02E,B2,I-23a,p. 138
416,Walue,Walawe,plaats/settlement,06-07N/81-02E,B2,I-2b,p. 44
416,Waluwe,Walawe,plaats/settlement,06-07N/81-02E,B1,I-23b,p. 140
416,Walvis,Banchao Jiao,klip/cliff,29-16N/122-09E,A3,II-34a,p. 352
416,Walvis,Banchao Jiao,klip/cliff,29-16N/122-09E,A1,II-36,p. 360
416,Walvis B.,-,baai/bay,-,B2,II-40a,p. 368
416,Walvis Baai,Futou Wan,baai/bay,23-51N/117-40E,B2,II-34a,p. 352
416,Walvis Bay,Futou Wan,baai/bay,23-51N/117-40E,A2,II-1b,p. 236
416,Walvis Eyl.,Yururi Shima,eiland/island,43-12N/145-36E,A2,II-40a,p. 368
416,"Walvis, De",Whale Rock,klip/cliff,33-50S/18-22E,A1,I-5b,p. 54
416,"Walvis, De",-,eiland/island,06-02N/80-12E,A1LB,I-23k,p. 156
416,"Walvis, De",LieYan,eiland/island,27-05-30N/120-49E,B3RO,II-39,p. 366
416,Walvisbogt,Hanasaki Ko,baai/bay,43-15E/145-37E,A2,II-40a,p. 368
416,Walvisch,Banchao Jiao,klip/cliff,29-16N/122-09E,A2,II-37,p. 362
416,Walvishoek,Pointe Lafayette,kaap/cape,20-07S/57-45E,A2,I-11,p. 96
416,Wamma,Oewamabaai/Teluk Uwama,baai/bay,00-06N/127-42E,B2,II-28,p. 338
416,Wammere,Wamar,eiland/island,05-47S/134-12E,A3,II-19,p. 314
416,Wamulaboor,-,plaats/settlement,-,A1,II-20,p. 316
416,"Wanagierij, De Negerij",-,plaats/settlement,-,B1,II-5d,p. 278
416,Wananpane,Vannarpannai,plaats/settlement,09-41N/80-00E,A1,I-23r,p. 170
416,"Wanawe, Oedj.",-,kaap/cape,-,A3,II-13,p. 298
416,Wanderoepe,Wanduruppe,plaats/settlement,06-06N/81-01E,B1,I-23b,p. 140
416,Wandfu,-,plaats/settlement,-,A2R,II-38,p. 364
416,Wandsum,-,plaats/settlement,-,A2R,II-38,p. 364
416,Wange,-,plaats/settlement,-,A1L,II-38,p. 364
416,Wangso,-,plaats/settlement,-,B3R,II-38,p. 364
416,Wankan,Wang-yeh Kang,rivier/river,23-17N/120-06E,B3,II-34a,p. 352
416,Wankan,Wang-yeh Kang,rivier/river,23-17N/120-06E,B3,II-34a,p. 352
416,Wankan,Wang-yeh Kang,rivier/river,23-17N/120-06E,A2,II-1b,p. 236
416,Wankans Rif,-,rif/reef,23-30N/120-01E,B2/3,II-34a,p. 352
416,Wankolo,-,plaats/settlement,-,A2R,II-38,p. 364
416,Wanku,-,plaats/settlement,-,B1L,II-38,p. 364
416,Wankulo,-,plaats/settlement,-,A2R,II-38,p. 364
416,Wannakian,-,plaats/settlement,-,A2,I-23r,p. 170
416,Wannanhari,-,plaats/settlement,-,A3,II-4a,p. 264
416,Wannankoelan,Vannankulam,plaats/settlement,09-32N/80-28E,A/B3,I-23r,p. 170
416,"Wanny, t Groot Landschap",Mullaittivu/Vavuniya Districts,landstreek/region,09N/80-30E,A/B2,I-23a,p. 138
416,"Wanny, t Landschap",Mullaittivu/Vavuniya Districts,landstreek/region,09N/80-30E,A2/B3,I-23b,p. 140
416,Wanoewanaroe,-,plaats/settlement,-,B1,II-11a,p. 292
416,Wantam,Wen-an,plaats/settlement,22-47N/120-14E,B3,II-34a,p. 352
416,Wantasi,-,plaats/settlement,-,A1L,II-38,p. 364
416,Wanteiku,-,plaats/settlement,-,A2R,II-38,p. 364
416,Wantive,Van,eiland/island,08-50N/78-13E,B1L,I-23u,p. 176
416,Wantoekoen,-,plaats/settlement,-,B1L,II-38,p. 364
416,Wantonnei,-,plaats/settlement,-,B1L,II-38,p. 364
416,"Wantrouw, Redout",<Manipa>,fort/fortress,03-20S/127-33E,A2/3RB,II-25,p. 326
416,Wapen van Hoornes Eyd.,Hoorn-eiland/Tidoeng Besar/Tidung Besar,eilanden/islands,05-48S/106-30E,02-B1/2,II-2f,p. 242
416,Wapen van Hoorns Eylt. t,Hoorn-eiland/Tidoeng Besar/Tidung Besar,eilanden/islands,05-48S/106-30E,A2,II-2g,p. 244
416,Waqlaja,Kawa,rivier/river,03-19S/129-30E,A2,II-19,p. 314
416,Warapolij,Verapoli,plaats/settlement,10-04N/76-16E,01-B2/3,I-22a,p. 126-128
416,Warekumbe,-,eiland/island,-,B2,I-23c,p. 142
416,Warepaltechine,-,-,-,B1L,I-23d,p. 144
416,Warerepattoe,-,plaats/settlement,-,A/B2,I-23r,p. 170
416,Waricoeri Ouripoe,-,plaats/settlement,-,B2,I-23b,p. 140
416,Warida,-,plaats/settlement,-,A2,I-23r,p. 170
416,Warinirig,-,plaats/settlement,-,A3,II-4a,p. 264
416,Warmoraatchie,-,landstreek/region,-,A3,I-23b,p. 140
416,Warmoraetchie,-,landstreek/region,-,A2,I-23r,p. 170
416,Warnamma,Werinama,plaats/settlement,03-27S/130E,A2,II-20,p. 316
416,Warnamma,Werinama,plaats/settlement,03-27S/130E,A2,II-19,p. 314
416,Waroe,Weroe/Weru,plaats/settlement,06-53S/112-27E,B3,II-2i,p. 248
416,Warong,-,plaats/settlement,-,A2,II-11a,p. 292
416,Warongh,-,plaats/settlement,-,A2,II-5a,p. 272
416,Warroway,Manoei/Manui,eiland/island,03-35S/123-07E,B2,II-17a,p. 304
416,Wartollovolaon,-,plaats/settlement,-,A1/2,I-23r,p. 170
416,Warwitchie,-,plaats/settlement,-,B3,I-23b,p. 140
416,Wasacumitche,-,plaats/settlement,-,A1,I-23r,p. 170
416,Wasiavoelaon,-,plaats/settlement,-,A1,I-23r,p. 170
416,Wasier,Wasir,eiland/island,05-30S/134-15E,A3,II-19,p. 314
416,Wassier,Wasir,eiland/island,05-30S/134-15E,A3,II-1a,p. 234
416,Watana,-,plaats/settlement,-,A1,I-23r,p. 170
416,Watanan,Vattanam,plaats/settlement,09-47N/79-03E,A1,I-23a,p. 138
416,Watane,Vattanam,plaats/settlement,09-47N/79-03E,B2,I-21,p. 124
416,Watane,Vattanam,plaats/settlement,09-47N/79-03E,A2,I-23c,p. 142
416,Watchelle,Achchuvelli,plaats/settlement,09-46N/80-06E,A2,I-23r,p. 170
416,Water Eylanden,Pandang/Salahnama?,eilanden/islands,03-23N/98-45E,B3,I-2b,p. 44
416,Water of Trami,Galelameer/Danau Galela,meer/lake,01-50N/127-48E,A2,II-28,p. 338
416,Waterpas Otaar,-,fort/fortress,-,A1L,I-23u,p. 176
416,Watikoer,-,-,-,A1L,I-25a,p. 180
416,Watipoo,Bhattiprolu,plaats/settlement,16-05N/80-46E,A2L,I-25a,p. 180
416,Watis,-,plaats/settlement,-,B3,II-2i,p. 248
416,Watoe,-,plaats/settlement,-,B1,II-11a,p. 292
416,"Watoe, Oedjong",-,kaap/cape,-,B3,II-2i,p. 248
416,"Waton, Caly",-,rivier/river,-,B3,II-2i,p. 248
416,Watou,-,plaats/settlement,-,B3,II-5a,p. 272
416,Wattarajen,Vathirayan,plaats/settlement,09-36N/80-25E,A3,I-23r,p. 170
416,Wattare,Pata Polavaram,plaats/settlement,17-24N/82-49E,B2R,I-24,p. 178
416,Wattas,-,plaats/settlement,-,A2,II-5b,p. 274
416,"Wattas, t District",-,landstreek/region,-,A2,II-2b,p. 240
416,"Wattecatche, R.",-,rivier/river,-,B2/3,I-23r,p. 170
416,Wattelene,-,-,-,B3,II-20,p. 316
416,Watteloy,Watoelai-eilanden/Kepulauan Watulai,eilanden/islands,05-49S/134-47E,A3,II-19,p. 314
416,Wattewiele,-,plaats/settlement,-,B1,I-23b,p. 140
416,Wattoly,Watoelai-eilanden/Kepulauan Watulai,eilanden/islands,05-49S/134-47E,A3,II-1a,p. 234
416,Watur,-,plaats/settlement,-,A2,II-5a,p. 272
416,Watzjowaey,Vatsavayl,plaats/settlement,16-59N/80-15E,A1L,I-25a,p. 180
416,Waun Lonya,-,-,-,B2,II-28,p. 338
416,Wauvanny,-,plaats/settlement,-,A/B1,II-14,p. 300
416,Wawaho,-,plaats/settlement,-,B1LO,II-17c,p. 308
416,Wawanij,Wowoni,eiland/island,04-07S/123-05E,A2,II-1a,p. 234
416,Wawonia,-,plaats/settlement,04-03S/119-50E,B1,II-11a,p. 292
416,Wawony,Wowoni,eiland/island,04-07S/123-05E,B2,II-17a,p. 304
416,Wawony,Wowoni,eiland/island,04-07S/123-05E,B1LO,II-17c,p. 308
416,Way,Waai/Wai/Wahai,plaats/settlement,03-34S/128-19E,A2,II-20,p. 316
416,"Way, Po.",Dao Vay/Kaoh Wai,eiland/island,09-55N/102-56E,B1,II-1b,p. 236
416,Wayers Hoek,Smith Point,kaap/cape,11-07S/132-08-30E,A3,II-43,p. 382
416,Wayla,Wahai/Waiya,plaats/settlement,03-12S/128-54E,A2,II-20,p. 316
416,Waylo,-,plaats/settlement,-,A3R,II-38,p. 364
416,"Waypoloe, Negery",<Waploan>,rivier/river,00-11S/127-58E,A1,II-46a,p. 388
416,"Waysala, Riv.",Wae Salah,rivier/river,03-08S/127-54E,B2RO,II-22,p. 320
416,Waysamma,Wamasin,plaats/settlement,03-43S/127-00E,B1,II-20,p. 316
416,Waysamma,Wamasin,plaats/settlement,03-43S/127-00E,A1,II-19,p. 314
416,Waysamma,Waisamoe/Waesamu,plaats/settlement,03-16S/128-18E,A2,II-20,p. 316
416,Waytombe,Tomoe/Tomu,rivier/river,03-42S/129-09E,A/B2,II-21b,p. 318
416,Wayworoe,Tg. Waisamola?,kaap/cape,00-06S/127-24E,B2,II-28,p. 338
416,Weda,Weda,plaats/settlement,00-20N/127-52E,B2,II-28,p. 338
416,Weda,Weda,plaats/settlement,00-20N/127-52E,A1,II-46a,p. 388
416,Weda,Weda,plaats/settlement,00-20N/127-52E,A1,II-46b,p. 390
416,"Weda, Cust van",Weda,landstreek/region,00-30S/128E,B2,II-31,p. 344
416,"Weda, Cust van",Weda,landstreek/region,00-30S/128E,A1,II-46a,p. 388
416,"Weda, Cust van",Weda,landstreek/region,00-30S/128E,A1,II-46b,p. 390
416,"Weda, Cust van",Weda,landstreek/region,00-30S/128E,A2,II-1a,p. 234
416,"Weda, De Eijlanden van",Widi-eilanden/Kepulauan Widi,eilanden/islands,00-33S/128-23E,A1,II-46b,p. 390
416,"Weda, Eylanden van",Widi-eilanden/Kepulauan Widi,eilanden/islands,00-33S/128-23E,A1,II-46a,p. 388
416,"Weda, t Land van",Weda,landstreek/region,00-30N/128E,B2,II-28,p. 338
416,Wedale,Vedalai,plaats/settlement,09-16N/79-05-30E,A1/2,I-23a,p. 138
416,Wedale,Vedalai,plaats/settlement,09-16N/79-05-30E,A2,I-23c,p. 142
416,Wedale,Vedalai,plaats/settlement,09-16N/79-06-30E,A2,I-23c,p. 142
416,Weentepalem,Vetapalem,plaats/settlement,15-47N/80-19E,A1L,I-25a,p. 180
416,Weiparo,Vaippar,"plaats, rivier/settlement, river",09-02N/78-15E,A1,I-23a,p. 138
416,"Weiringens Bai, of Zenhaiten",Jinghai Wan,baai/bay,22-59N/116-31E,B2,II-34a,p. 352
416,"Wejilo, R.",-,rivier/river,03-06S/126-18E,A1,II-20,p. 316
416,Welado,Welado,plaats/settlement,04-14S/120-11E,A1,II-11a,p. 292
416,Welancoelao,Vellankulam,plaats/settlement,09-10N/80-07S,B1/2,I-23r,p. 170
416,Welene,Velanai East,plaats/settlement,09-38N/79-53E,A1,I-23r,p. 170
416,Welene,Velanai,eiland/island,09-40N/79-54E,A3,I-23c,p. 142
416,"Welene, De Pas van",Velenai Causeway,dam/causeway,09-37N/79-52E,A1,I-23r,p. 170
416,Welkomst Baey,Welkomstbaai/Teluk Selamat Datang/Pananjung,baai/bay,06-43S/105-30E,B2,I-37,p. 222
416,Welkomst Bay,Baai van Ifis/Teluk Ifis,baai/bay,01-24N/128-13E,A2,II-28,p. 338
416,Welkomst Bay,Welkomstbaai/Teluk Selamat Datang/Pananjung,baai/bay,06-43S/105-30E,A1,II-2b,p. 240
416,Wellate,-,plaats/settlement,-,A2,I-23r,p. 170
416,Wellekendy,-,plaats/settlement,-,A2,I-23r,p. 170
416,Wellekomst Baij,Welkomstbaai/Teluk Selamat Datang/Pananjung,baai/bay,06-43S/105-30E,A1,II-2a,p. 238
416,Wellewatte,Wellawatta,wijk/town district,06-52N/79-52E,B1,I-23e,p. 146
416,Welligamo,-,landstreek/region,-,A1/2,I-23r,p. 170
416,Welligattie,Weligatta,plaats/settlement,06-11N/81-11E,B1,I-23b,p. 140
416,Wellipatte,-,plaats/settlement,-,A2,I-23a,p. 138
416,Wellipatte,-,plaats/settlement,-,A2,I-23a,p. 138
416,Wellivoeraon,Vallipuram,plaats/settlement,09-46N/80-13E,A2,I-23r,p. 170
416,"Welvare, H.",Tg. Rotan,kaap/cape,00-50S/128-13E,B2,II-28,p. 338
416,"Welvaren, De H.",Tg. Foja/Foya,kaap/cape,00-06N/127-56E,B2,II-28,p. 338
416,Welwijttij,Valveddy,plaats/settlement,09-48N/80-10E,A2,I-23r,p. 170
416,Wendzialiaporon,-,plaats/settlement,-,B1L,I-25a,p. 180
416,Wenting,-,-,-,B1,II-8,p. 288
416,Weragodde,Weragoda,wijk/town district,06-57N/79-52E,A1,I-23e,p. 146
416,Wereletolle,-,plaats/settlement,06-55N/79-50E,A1,I-23e,p. 146
416,Weringel Pagood,Verugal,plaats/settlement,08-15N/81-22E,B2,I-23b,p. 140
416,Wero,-,plaats/settlement,-,A3,II-11a,p. 292
416,Werregodde,Weragoda,plaats/settlement,06-11N/80-05E,B2,I-23a,p. 138
416,Wesels Eylt.,Adi,eiland/island,04-15S/133-30E,A3,II-19,p. 314
416,Wesels Eylt.,Adi,eiland/island,04-15S/133-30E,A1,II-44,p. 384
416,Wesip,Mede,eiland/island,01-46-30N/127-58E,A2,II-28,p. 338
416,Wessanens B.,-,baai/bay,12-05N/109-14E,B1,II-1b,p. 236
416,Wessanens Baij,-,baai/bay,12-05N/109-14E,A3,II-8,p. 288
416,Wessels Eylt.,New Year Island?,eiland/island,10-55S/133-02E,A3,II-1a,p. 234
416,West Banck,Upper + Lower Long Sand/Middle Ground Sand/Eastern Sea Reef,ondiepte/shoals,21-20N/88E,B1,I-26b,p. 200
416,West Banck,Upper + Lower Long Sand/Middle Ground Sand/Eastern Sea Reef,ondiepte/shoals,21-20N/88E,A1,I-26a,p. 198
416,West Bank,Upper + Lower Long Sand/Middle Ground Sand/Eastern Sea Reef,ondiepte/shoals,21-20N/88E,B2,I-28,p. 204
416,West Bank,-,ondiepte/shoals,-,B2,I-28,p. 204
416,"West Boompjes Eylt., t",Koewom/Kuwom,eiland/island,02-16S/134-51E,A3,II-46c,p. 392
416,West Boompjes Hoek,Kaap/Tg. Oransbari,kaap/cape,01-20S/134-17E,A3,II-46a,p. 388
416,"West Boompjes Hoek, De",Kaap/Tg. Oransbari,kaap/cape,01-20S/134-17E,A2,II-46c,p. 392
416,West Caap Comoryn,Kaap/Cape Comorin/Kanniyakumari,kaap/cape,08-04N/77-32E,B1,I-2b,p. 44
416,West Po. Jappe,Watinger,eiland/island,01-31S/128-43E,A1,II-46a,p. 388
416,West Po. Jappe,Watinger,eiland/island,01-31S/128-43E,B3,II-46b,p. 390
416,Westboompjes Eylt.,Koewom/Kuwom,eiland/island,02-16S/134-51E,A3,II-46a,p. 388
416,West-Caap,Kaap/Cape Comorin/Kanniyakumari,kaap/cape,08-04N/77-32E,B1,I-23c,p. 142
416,"Westcaep Commoryn, d’",Kaap/Cape Comorin/Kanniyakumari,kaap/cape,08-04N/77-32E,A/B1,I-23a,p. 138
416,Wester Eylt.,Koesoe/Kusu,eiland/island,00-27S/127-42E,B2,II-28,p. 338
416,Westerrack,-,-,-,B2,I-28,p. 204
416,Westervelt,-,landstreek/region,-,B2,I-28,p. 204
416,Wetale,Vedalai,plaats/settlement,09-17N/79-05-30E,B2,I-21,p. 124
416,Wetang,Wetan,eiland/island,07-54S/129-31E,B2,II-19,p. 314
416,Wetengh,<Weteng>,plaats/settlement,04-20S/120-19E,A1,II-11a,p. 292
416,Wetsieen,-,-,22-04N/113-26E,B2,II-34b,p. 354
416,Wettilegemy,Vettilaikkeni,plaats/settlement,09-35N/80-28E,A2,I-23a,p. 138
416,Weulenpocatty,Vellampokkady,plaats/settlement,09-39N/80-12E,A2,I-23r,p. 170
416,Weulewe,-,plaats/settlement,-,A1,I-23r,p. 170
416,Wevelhine,-,plaats/settlement,-,B2,I-23a,p. 138
416,"Weydoval, R.",-,rivier/river,03-23S/127-07E,B1,II-20,p. 316
416,Weyelehaly,Velanai East,plaats/settlement,09-38N/79-54E,A1,I-23r,p. 170
416,Weynkoopsbergen,Oedjoeng/Ujung Genteng,berg/mountain,07-20S/106-22E,A1,II-2a,p. 238
416,Weysamme,-,plaats/settlement,03-22S/127-05E,B3RO,II-25,p. 326
416,Wiela Wiela,-,plaats/settlement,-,A3,II-11a,p. 292
416,Wiengam,-,plaats/settlement,-,B2,I-23b,p. 140
416,Wiera Sarij,-,plaats/settlement,-,A2,II-5a,p. 272
416,Wierandepatna,Virapandiyanpattinam,plaats/settlement,08-31N/78-07E,B1,I-23c,p. 142
416,Wierandepatna,Virapandiyanpattinam,plaats/settlement,08-31N/78-07E,B2,I-2b,p. 44
416,Wierasaba,-,plaats/settlement,-,B3,II-5a,p. 272
416,Wieregama,-,plaats/settlement,-,B2,I-23b,p. 140
416,"Wierianwullij, De Grave van",-,-,-,A1L,I-23d,p. 144
416,Wieringen Bay,Jinghai Wan,baai/bay,22-59N/116-31E,A2,II-1b,p. 236
416,Wilhelmusbaij,Wilhelmusbaai,baai/bay,07-05S/128-39E,B1,II-19,p. 314
416,Wille Corla,-,landstreek/region,-,B2,I-23a,p. 138
416,Wille-Coelan,-,plaats/settlement,-,A3,I-23b,p. 140
416,Willegam Patte,-,plaats/settlement,-,A2,I-23a,p. 138
416,Willem Schoutens Eylanden,Schouten-eilanden/Biak,eilanden/islands,01S/136E,A3,I-1,p. 40
416,Willem Schoutens Eylanden,Schouten-eilanden/Biak,eilanden/islands,01S/136E,A3,II-1a,p. 234
416,"Willems Hoek, ofte Rivier",North West Cape/Vlaming Head/Exmouth Gulf,kaap/cape,21-47S/114-10E,B1,II-45,p. 386
416,"Willes, De Berg",Wilis,gebergte/mountains,07-49S/111-44E,B2,II-5a,p. 272
416,Willetie,-,plaats/settlement,-,A1L,I-25a,p. 180
416,Willitive,Musal Tivu,eiland/island,09-11N/79-05E,B2,I-23c,p. 142
416,"Willo, De Berg",Wilis,gebergte/mountains,07-49S/111-44E,B3,II-2a,p. 238
416,Willogamme,-,plaats/settlement,-,A3,I-23b,p. 140
416,Winekota,-,landstreek/region,-,A2L,I-25a,p. 180
416,Wingurla,Vengurla,plaats/settlement,15-52N/73-37E,A3R,I-15,p. 112
416,Wingurla,Vengurla,plaats/settlement,15-52N/73-37E,A2,I-1,p. 40
416,Wingurla,Vengurla,plaats/settlement,15-52N/73-37E,A1,I-2b,p. 44
416,"Wingurla, De Stad",Vengurla,plaats/settlement,15-52N/73-37E,B2L,I-17,p. 116
416,"Wingurla, Logie",<Vengurla>,plaats/settlement,15-52N/73-37E,B1R,I-17,p. 116
416,"Wingurla, Logie",<Vengurla>,plaats/settlement,15-52N/73-37E,B2R,I-17,p. 116
416,Winkelhaaks Hoek,Tg. Moniboeroe/Maniburu,kaap/cape,03-13S/134-58E,B3,II-46a,p. 388
416,Winkelhaaks Hoek,Tg. Moniboeroe/Maniburu,kaap/cape,03-13S/134-58E,A3,II-46c,p. 392
416,Winkonda,Vinukonda,plaats/settlement,16-02N/79-44E,A1L,I-25a,p. 180
416,Wiranpatnam,-,landstreek/region,11-55N/79-50E,A3RB,I-25f,p. 190
416,Witsens R,-,rivier/river,-,B3,II-1a,p. 234
416,Witte Klip of Zeekoejen Eijland,Seal Island,eiland/island,34-08S/18-34E,B1/2,I-5b,p. 54
416,Witte Meeuwen Klip,Sacrifice Rock,klip/cliff,11-30N/75-32E,B3R,I-15,p. 112
416,"Witte Meeuwenklip, De",Sacrifice Rock,klip/cliff,11-30N/75-32E,A1,I-21,p. 124
416,Witte TijgerValey,-,dal/valley,-,A2,I-5b,p. 54
416,Wittebols Droogte,Scarborough Reef,rif/reef,15-08N/117-45E,B2,II-1b,p. 236
416,Witzianitoeri,-,plaats/settlement,-,B1L,I-25a,p. 180
416,"Woabba, R.",Wa Apoe/Wa Apu,rivier/river,03-20S/127-04E,A1,II-20,p. 316
416,"Wodang, R.",<Wedoeng/Wedung>,plaats/settlement,06-47S/110-36E,B2,II-2i,p. 248
416,Woeloe,-,plaats/settlement,-,A2,II-11a,p. 292
416,Woena,Moena/Muna,landstreek/region,05S/122-30E,B1LO,II-17c,p. 308
416,Woenkaal,-,plaats/settlement,-,A3,II-4a,p. 264
416,Woesentapoeraem,Yasvantapar,plaats/settlement,17-03N/79-56E,A1L,I-25a,p. 180
416,Wogee,-,plaats/settlement,-,A3R,I-25a,p. 180
416,"Woicau, Riv.",-,rivier/river,-,B3RO,II-22,p. 320
416,Wokam,Wokam,plaats/settlement,05-43S/134-12E,A3,II-19,p. 314
416,Wokam,Wokam,eiland/island,05-40S/134-30E,A2,II-44,p. 384
416,Wolawang,-,plaats/settlement,-,B1,II-11a,p. 292
416,Woley,Tg. Woli,kaap/cape,00-46S/128-17E,B2,II-28,p. 338
416,Wolf,Wolfsklip/Terumbu Gora?,ondiepte/shoals,00-12N/126-55E,B2,II-31,p. 344
416,"Wollal, R.",<Tg. Woli>,rivier/river,00-46S/128-17E,A1,II-46a,p. 388
416,"Wollal, R.",<Tg. Woli>,rivier/river,00-46S/128-17E,A1,II-46b,p. 390
416,Wollanna,Walenna/Walena,plaats/settlement,04-31S/120-19E,A1,II-11a,p. 292
416,Wolowange,-,plaats/settlement,-,-,II-11a,p. 292
416,"Wolvend., t Huys en Land van",Wolfendahl,wijk/town district,06-56N/79-51E,A3,I-23f,p. 148
416,Wolvendaal,Wolfendahl,wijk/town district,06-56N/79-51E,A3,I-23f,p. 148
416,Wolvendal,Wolfendahl,wijk/town district,06-56N/79-51E,A1,I-23e,p. 146
416,Womkope,-,plaats/settlement,-,A1L,II-38,p. 364
416,Woni,-,plaats/settlement,-,B1/2L,I-25a,p. 180
416,wonkoedo,-,plaats/settlement,-,B3,II-5a,p. 272
416,Wonkoelor,-,plaats/settlement,-,B3,II-5b,p. 274
416,Woodsingo,-,plaats/settlement,-,A2R,II-38,p. 364
416,Wootere,-,plaats/settlement,-,B3,II-12,p. 296
416,Wosie,Wosi,plaats/settlement,00-11S/127-58E,B2,II-28,p. 338
416,"Wosje, Negery",Wosi,plaats/settlement,00-10S/127-57E,A1,II-46b,p. 390
416,"Wosse, Negery",Wosi,plaats/settlement,00-11S/127-58E,A1,II-46a,p. 388
416,"Woudt, t",-,eiland/island,-,B2RO,II-39,p. 366
416,"Woukier, R.",-,rivier/river,-,B3,II-5a,p. 272
416,Wousanka,Mawasangka,plaats/settlement,05-17S/122-17E,B1LO,II-17c,p. 308
416,Wratelpalle,Varattuppalai,plaats/settlement,09-48N/80-14E,A2,I-23r,p. 170
416,Wriojugpettoe,-,plaats/settlement,-,A1,II-4a,p. 264
416,Wulletotte,-,plaats/settlement,-,A3R,I-25a,p. 180
416,"Wylangoely, dusverre Oudeaer",Vilangudi,plaats/settlement,11-06N/79-12E,A2R,I-25a,p. 180
